date,horse_no,plc,horse,jockey,trainer,actual_wt,declar_horse_wt,draw,lbw,running_position,finish_time,win_odds
2017/05/21,1,1,飛霞(S367),杜利萊,蔡約翰,133,1130,10,-,1 1 1,1.09.23,4.3
2017/05/21,9,2,踏雪名駒(S409),祈普敦,告達理,121,1077,7,4-3/4,7 4 2,1.09.99,8.6
2017/05/21,8,3,跑出彩虹(T237),郭能,何良,124,1022,9,5-1/4,10 6 3,1.10.10,11
2017/05/21,7,4,勇晉神駒(T233),麥偉利,霍利時,125,1030,1,6-1/2,4 5 4,1.10.25,13
2017/05/21,12,5,福之寶(T429),賴維銘,鄭俊偉,113,1180,6,6-1/2,11 10 5,1.10.25,31
2017/05/21,3,6,勁伶利(V377),田泰安,告東尼,129,1027,3,6-1/2,2 2 6,1.10.27,16
2017/05/21,6,7,保羅威威(T027),潘明輝,葉楚航,117,1085,4,6-1/2,9 7 7,1.10.28,10
2017/05/21,4,8,金武士(T418),何澤堯,方嘉柏,126,1149,11,7-1/2,8 9 8,1.10.43,9.7
2017/05/21,5,9,有福氣(V389),莫雷拉,容天鵬,127,1203,2,9-1/4,3 3 9,1.10.71,3.9
2017/05/21,11,10,飛壹般(T280),楊明綸,李易達,111,1049,8,12-3/4,6 8 10,1.11.25,7.8
2017/05/21,10,11,天寳(V064),巫顯東,苗禮德,105,1187,12,17-1/4,5 11 11,1.11.99,99
2017/05/21,2,12,金巴裡好(P205),吳嘉晉,吳定強,125,1037,5,18-3/4,12 12 12,1.12.24,57
2017/05/10,1,1,包裝騎士(T230),史卓豐,姚本輝,132,1192,12,-,3 2 2 2 1,1.49.77,6.5
2017/05/10,10,2,龍船(V186),杜利萊,蔡約翰,120,1049,8,頸位,2 3 3 3 2,1.49.82,11
2017/05/10,6,3,嘉應之友(T370),潘頓,蘇保羅,123,1096,6,頸位,6 7 7 7 3,1.49.82,4.3
2017/05/10,4,4,金滙龍華(S242),郭能,沈集成,129,1123,5,3/4,5 5 5 5 4,1.49.91,22
2017/05/10,8,5,魅力知友(A136),田泰安,蔡約翰,123,1123,11,2,1 1 1 1 5,1.50.08,5.6
2017/05/24,4,1,八心之友(A007),杜利萊,蔡約翰,126,1033,1,-,1 1 1,1.10.31,4.4
2017/05/10,9,6,火箭駒(A214),祈普敦,約翰摩亞,121,1188,1,2-1/2,7 8 9 8 6,1.50.16,25
2017/05/10,5,7,勢必跑(T094),何澤堯,方嘉柏,122,1037,4,2-1/2,11 12 11 11 7,1.50.17,20
2017/05/17,12,1,愛樂寶(A150),田泰安,方嘉柏,114,1090,2,-,1 1 1,1.10.17,3
2017/05/24,10,2,天賜寶(V401),莫雷拉,徐雨石,115,1066,8,3-3/4,10 10 2,1.10.93,3.4
2017/05/24,1,3,金碧旺旺(T183),祈普敦,蘇保羅,132,1107,9,4-1/4,5 4 3,1.11.02,11
2017/05/10,7,8,開心駿馬(V008),吳嘉晉,告東尼,118,1109,9,2-1/2,4 4 4 4 8,1.50.18,15
2017/05/10,2,9,勁趣(T188),韋達,霍利時,130,1143,7,3-1/4,10 10 8 9 9,1.50.29,10
2017/05/17,1,2,開心有你(T402),蔣嘉琦,姚本輝,128,1119,3,1-1/4,2 2 2,1.10.36,8.3
2017/05/17,11,3,贏科超影(A164),黎海榮,高伯新,117,1020,4,1-1/2,8 8 3,1.10.40,99
2017/05/24,8,4,心感(V421),田泰安,霍利時,116,1101,3,4-1/2,2 2 4,1.11.04,12
2017/05/24,11,5,贏盡(V147),吳嘉晉,蘇偉賢,110,1131,2,4-3/4,7 7 5,1.11.06,19
2017/05/10,12,10,變出美麗(T342),蔣嘉琦,告東尼,113,1135,3,3-1/2,9 6 6 6 10,1.50.34,9.9
2017/05/10,3,11,瑰麗傳奇(V132),李寶利,方嘉柏,130,1005,2,4-1/2,8 9 10 10 11,1.50.49,9.8
2017/05/17,4,4,威風霸皇(V055),莫雷拉,蔡約翰,124,1122,1,1-1/2,5 5 4,1.10.41,4.1
2017/05/17,10,5,驍武(P097),韋達,霍利時,118,1121,12,1-1/2,12 11 5,1.10.41,75
2017/05/24,5,6,慷慨寶(S096),潘頓,葉楚航,124,1123,12,5-1/2,12 12 6,1.11.19,6
2017/05/24,7,7,指揮官(V348),賴維銘,姚本輝,121,1016,5,5-3/4,4 5 7,1.11.22,50
2017/05/10,11,12,神舟小子(T163),黃皓楠,徐雨石,112,1061,10,5-3/4,12 11 12 12 12,1.50.71,15
2017/05/17,6,6,旅遊拿督(V235),李寶利,徐雨石,123,1071,8,1-1/2,10 9 6,1.10.42,8.9
2017/05/17,5,7,摯友無敵(S279),祈普敦,文家良,123,1045,6,2-1/4,3 3 7,1.10.53,13
2017/05/24,3,8,特務飛龍(P388),黃皓楠,文家良,120,1081,4,6,3 3 8,1.11.26,13
2017/05/24,6,9,金鹿(P121),梁家俊,容天鵬,119,1158,11,7-1/2,9 9 9,1.11.50,24
2017/05/17,8,8,軍勇戰神(V053),黃皓楠,葉楚航,112,1111,11,4-1/4,11 12 8,1.10.83,23
2017/05/17,3,9,超好玩(T024),郭能,何良,129,1183,9,4-1/4,6 6 9,1.10.84,12
2017/05/24,12,10,仗義執言(A014),何澤堯,告東尼,114,1142,6,7-3/4,8 6 10,1.11.55,40
2017/05/24,9,11,善者(V205),黎海榮,高伯新,116,1055,7,8-1/2,11 11 11,1.11.67,26
2017/05/17,7,10,好好佳駒(A203),何澤堯,賀賢,119,1134,7,5-1/4,9 10 10,1.11.02,99
2017/05/17,9,11,大英雄(V278),梁家俊,沈集成,117,1268,10,5-3/4,7 7 11,1.11.09,23
2017/05/24,2,12,放下自在(T059),郭能,沈集成,127,1062,10,10-3/4,6 8 12,1.12.02,9.1
2017/05/17,2,12,鐵胆王(T419),潘頓,蘇偉賢,130,1145,5,18,4 4 12,1.13.03,6.8
2017/05/03,4,1,文藝學家(V183),潘頓,高伯新,122,1066,12,-,12 12 12 1,1.40.35,9.5
2017/05/03,8,2,愛美麗(V025),蔣嘉琦,告東尼,113,1059,11,一頭位,1 2 2 2,1.40.37,27
2017/05/03,6,3,主力艦(T368),李寶利,蔡約翰,120,1164,4,一頭位,5 6 5 3,1.40.39,5.4
2017/05/03,1,4,辣得很(T234),郭能,文家良,133,1152,1,1/2,4 4 3 5,1.40.44,6.4
2017/05/03,5,5,超強快駒(V105),巫顯東,沈集成,111,1038,7,頸位,2 1 1 4,1.40.42,18
2017/05/03,9,6,情趣(V114),田泰安,霍利時,118,1094,3,2-1/4,8 8 8 6,1.40.70,13
2017/05/03,3,7,太陽旺旺(V254),黃皓楠,何良,117,1204,9,2-1/2,3 3 4 7,1.40.76,5.5
2017/05/03,7,8,珍珠旺(S138),莫雷拉,苗禮德,119,1044,8,4-1/2,10 10 9 8,1.41.06,3.1
2017/05/03,2,9,玩得喜(A239),何澤堯,方嘉柏,127,1097,2,5,7 7 7 9,1.41.16,99
2017/05/03,10,10,友誼之星(V379),楊明綸,蘇保羅,115,1126,5,5-1/2,9 9 10 10,1.41.24,22
2017/05/03,11,11,猛闖(A116),梁家俊,約翰摩亞,115,1189,10,5-1/2,11 11 11 11,1.41.25,22
2017/05/03,12,12,我的禮物(V242),賴維銘,姚本輝,115,1045,6,6-3/4,6 5 6 12,1.41.42,99
2017/05/10,10,1,問鼎高峰(A009),郭能,高伯新,123,1135,12,-,2 2 1,1.09.92,3.3
2017/04/20,4,1,強中堅(N177),莫雷拉,李易達,129,1096,12,-,11 11 9 1,1.41.04,5.7
2017/05/10,9,2,鴻福滿滿(P106),李寶利,吳定強,124,1151,4,1/2,5 4 2,1.09.99,6.2
2017/05/10,8,3,幸運飛駒(A092),潘頓,文家良,124,1099,1,3/4,3 3 3,1.10.06,6.4
2017/04/20,2,2,盛勢東方(V295),蘇狄雄,何良,128,995,6,1/2,8 8 4 2,1.41.13,13
2017/04/20,8,3,馬來之珍(N416),何澤堯,告達理,123,1184,9,1-1/4,4 4 5 3,1.41.27,50
2017/05/10,3,4,你知我心(P041),蔣嘉琦,告達理,126,1238,11,1-1/4,1 1 4,1.10.13,17
2017/05/10,4,5,駿明珍寶(V229),田泰安,蔡約翰,130,1128,6,2-1/4,6 6 5,1.10.26,5
2017/04/20,3,4,心中有善(V164),潘頓,葉楚航,130,1058,1,1-1/2,5 5 6 4,1.41.28,2.6
2017/04/20,7,5,但求上舖(S234),李寶利,徐雨石,126,1129,5,2-1/2,6 6 7 5,1.41.45,5.7
2017/05/10,1,6,一道(T399),祈普敦,呂健威,133,1136,10,3-1/4,10 9 6,1.10.42,12
2017/05/10,12,7,一馬當先(S044),史卓豐,容天鵬,117,1168,2,3-1/2,8 7 7,1.10.47,15
2017/05/03,4,1,麯院風荷(T112),柏寶,蘇偉賢,127,1087,1,-,4 3 1,1.10.03,5.2
2017/04/20,11,6,好性格(V060),史卓豐,姚本輝,123,1102,4,4,3 3 3 6,1.41.70,6.1
2017/04/20,10,7,吉利高(P046),郭能,霍利時,123,1121,10,5,2 2 2 7,1.41.84,15
2017/05/10,7,8,星光大師(T405),巫顯東,告東尼,115,1089,5,3-1/2,4 5 8,1.10.48,15
2017/05/10,6,9,日威夜威(S362),韋達,蘇偉賢,125,1139,7,3-3/4,9 8 9,1.10.52,9.1
2017/04/23,2,1,當家精選(V388),莫雷拉,蔡約翰,132,1124,7,-,2 3 3 1,1.21.97,1.3
2017/05/03,8,2,旅遊拿督(V235),李寶利,徐雨石,124,1068,3,1/2,6 8 2,1.10.14,8.4
2017/05/03,10,3,火麒麟(T052),杜利萊,姚本輝,122,1094,4,1-1/4,2 5 3,1.10.25,10
2017/04/20,12,8,勁駿皇駒(S051),賴維銘,吳定強,121,1160,2,5-1/2,1 1 1 8,1.41.91,50
2017/04/20,9,9,天工駿駒(V036),蔡明紹,容天鵬,125,1059,8,7,9 9 11 9,1.42.15,28
2017/05/10,11,10,放眼量(A140),黎海榮,何良,122,983,3,8,11 11 10,1.11.19,99
2017/05/10,5,11,型酒杯(A160),何澤堯,方嘉柏,125,1193,8,9-1/2,12 12 11,1.11.43,99
2017/04/23,4,2,再開心(T087),祈普敦,蘇保羅,128,1214,14,1-1/4,14 13 10 2,1.22.17,19
2017/04/23,3,3,比卡超(S298),田泰安,霍利時,129,1132,8,1-1/2,11 9 8 3,1.22.23,26
2017/05/03,2,4,超好玩(T024),黎海榮,何良,132,1174,2,1-3/4,1 1 4,1.10.31,9.1
2017/05/03,9,5,新威龍(V412),祈普敦,高伯新,123,1197,5,2-1/2,8 6 5,1.10.44,10
2017/04/20,6,10,通勝(S246),田泰安,方嘉柏,127,1034,7,8,10 10 10 10,1.42.30,12
2017/04/20,1,11,利必達(V209),杜利萊,鄭俊偉,133,1095,3,15,7 7 8 11,1.43.44,64
2017/05/10,2,12,好客本色(A261),吳嘉晉,葉楚航,127,1064,9,11-3/4,7 10 12,1.11.81,99
2017/04/23,14,4,綠勇士(V126),柏寶,約翰摩亞,119,1173,3,3,6 6 6 4,1.22.45,21
2017/04/23,8,5,恆駿寶駒(T262),蘇狄雄,蘇偉賢,122,1102,1,4,9 11 12 5,1.22.60,17
2017/05/03,6,6,育馬妙星(V197),郭能,霍利時,125,1137,11,3,5 2 6,1.10.50,14
2017/05/03,11,7,紅衣優駿(A039),楊明綸,容天鵬,115,1170,6,3-1/4,3 4 7,1.10.53,24
2017/04/20,5,12,紅太陽(V145),蔣嘉琦,苗禮德,123,1048,11,21-1/2,12 12 12 12,1.44.49,99
2017/04/23,7,6,牛精叻仔(S221),何澤堯,告東尼,122,1115,5,4-1/2,3 4 4 6,1.22.70,38
2017/04/23,6,7,健康歡笑(S358),巫顯東,沈集成,116,1038,12,6-3/4,12 12 13 7,1.23.05,22
2017/05/03,12,8,金碧旺旺(T183),黃皓楠,蘇保羅,109,1102,12,3-1/4,12 11 8,1.10.54,62
2017/05/03,5,9 平頭馬,威風霸皇(V055),莫雷拉,蔡約翰,127,1119,10,3-1/2,10 10 9,1.10.60,3
2017/04/23,9,8,神威敖翔(V150),楊明綸,告達理,122,1135,10,7,8 7 7 8,1.23.07,99
2017/04/23,10,9,歌神(A003),李寶利,文家良,124,1127,9,7-3/4,10 10 11 9,1.23.22,20
2017/05/03,7,9 平頭馬,好益善(T302),梁家俊,沈集成,123,1158,9,3-1/2,9 7 9,1.10.60,16
2017/05/03,3,11,醒目駿駒(A218),韋達,約翰摩亞,129,1134,8,5-3/4,11 12 11,1.10.93,29
2017/04/23,11,10,大輝寶(A037),杜利萊,方嘉柏,121,1139,13,11,5 2 2 10,1.23.73,11
2017/04/23,12,11,狀元才(V016),蔡明紹,葉楚航,120,1108,2,13-1/2,4 8 9 11,1.24.14,99
2017/05/03,1,12,嘉福(V059),田泰安,文家良,133,1136,7,7,7 9 12,1.11.14,16
2017/04/23,1,12,包裝鬥士(S109),潘明輝,姚本輝,123,1100,11,15-1/4,7 5 5 12,1.24.40,38
2017/04/23,5,13,藍天飛馬(T083),蔣嘉琦,徐雨石,122,1156,4,15-1/2,1 1 1 13,1.24.46,99
2017/04/23,13,14,皇仁大師(V099),史卓豐,鄭俊偉,119,1091,6,47-1/2,13 14 14 14,1.29.58,99
2017/05/10,5,1,越感(T273),祈普敦,霍利時,128,1207,3,-,5 5 1,1.09.74,14
2017/05/10,8,2,美妙星(A202),郭能,呂健威,124,1092,2,頸位,7 6 2,1.09.79,4.9
2017/05/10,7,3,叫關健康(A064),韋達,文家良,125,1041,5,1/2,3 3 3,1.09.83,2.3
2017/05/10,11,4,合作愉快(T392),楊明綸,容天鵬,116,1150,9,2-3/4,2 2 4,1.10.18,19
2017/05/10,3,5,狀元才(V016),巫顯東,葉楚航,120,1109,6,3-1/2,8 8 5,1.10.29,34
2017/05/10,2,6,實力飛駒(V138),潘頓,蘇保羅,130,1063,10,3-3/4,1 1 6,1.10.35,14
2017/05/03,3,1,魔連奴(T357),潘頓,蔡約翰,127,1161,2,-,3 3 1,0.56.96,5.9
2017/05/10,10,7,快樂魔王(A197),田泰安,賀賢,123,1081,7,4-3/4,11 9 7,1.10.49,99
2017/05/10,1,8,最驫(A022),蔣嘉琦,沈集成,128,1117,4,5,4 4 8,1.10.53,11
2017/05/03,9,2,閃耀駿駒(V127),黃皓楠,徐雨石,116,1115,8,3-1/2,4 4 2,0.57.50,30
2017/05/03,10,3,加州勇將(A117),何澤堯,告東尼,117,979,4,4,6 5 3,0.57.61,31
2017/05/10,6,9,中華寶貝(S172),李寶利,徐雨石,126,1153,8,6,10 11 9,1.10.70,14
2017/05/10,9,10,秘密武器(V248),杜利萊,蔡約翰,124,1176,12,6-1/2,6 7 10,1.10.77,18
2017/04/23,2,1,積極皇(A124),李寶利,姚本輝,132,1086,13,-,3 1 1,0.56.88,4.2
2017/05/03,5,4,綫路神駒(T324),郭能,告東尼,126,1121,12,4,2 1 4,0.57.62,5.6
2017/05/03,1,5,鑽石巨匠(S397),莫雷拉,姚本輝,131,1149,10,4-1/4,7 7 5,0.57.64,3
2017/05/10,12,11,競駿時代(V116),黃皓楠,蘇偉賢,109,1031,11,10-1/2,9 10 11,1.11.42,13
2017/05/10,4,12,風火勁駒(V070),何澤堯,告東尼,126,1088,1,12,12 12 12,1.11.66,14
2017/05/10,1,1,包裝騎士(T230),史卓豐,姚本輝,132,1192,12,-,3 2 2 2 1,1.49.77,6.5
2017/04/23,6,2,龍城猛將(V225),祈普敦,苗禮德,126,1188,3,2,4 4 2,0.57.20,4
2017/04/23,8,3,自由旺(A209),杜利萊,方嘉柏,125,1090,12,2-1/2,5 3 3,0.57.31,3.7
2017/05/03,12,6,海之濤(N317),楊明綸,李易達,116,1192,1,5,1 2 6,0.57.74,11
2017/05/03,8,7,贏科超影(A164),梁家俊,高伯新,122,1005,9,5-1/2,8 8 7,0.57.83,99
2017/05/10,10,2,龍船(V186),杜利萊,蔡約翰,120,1049,8,頸位,2 3 3 3 2,1.49.82,11
2017/05/10,6,3,嘉應之友(T370),潘頓,蘇保羅,123,1096,6,頸位,6 7 7 7 3,1.49.82,4.3
2017/04/23,13,4,聖驛善(N409),賴維銘,吳定強,114,1065,6,3-1/4,9 9 4,0.57.40,48
2017/04/23,10,5,閃耀飛輪(A104),楊明綸,徐雨石,123,1116,7,3-1/2,1 2 5,0.57.45,25
2017/05/03,6,8,大英雄(V278),田泰安,沈集成,126,1264,5,5-1/2,9 9 8,0.57.85,4.4
2017/05/03,2,9,開心再現(A216),柏寶,蘇偉賢,130,1142,6,6-1/2,5 6 9,0.58.01,8.1
2017/04/12,8,1,和諧小子(V012),韋達,蘇偉賢,119,1142,2,-,1 1 1,1.10.27,7.8
2017/05/10,4,4,金滙龍華(S242),郭能,沈集成,129,1123,5,3/4,5 5 5 5 4,1.49.91,22
2017/05/10,8,5,魅力知友(A136),田泰安,蔡約翰,123,1123,11,2,1 1 1 1 5,1.50.08,5.6
2017/04/23,12,6,快趣的(S424),潘明輝,霍利時,105,1117,4,4,12 11 6,0.57.51,8.9
2017/04/23,11,7,自動波(A027),巫顯東,沈集成,114,1049,9,4,2 5 7,0.57.52,36
2017/05/03,4,10,勝利寶石(P310),蔣嘉琦,告達理,122,1113,11,6-3/4,10 10 10,0.58.03,33
2017/05/03,11,11,由心出色(A182),賴維銘,賀賢,119,1263,3,8,11 11 11,0.58.23,99
2017/04/12,2,2,英姿茂盛(V200),潘頓,賀賢,133,1092,7,短馬頭位,2 2 2,1.10.28,3.5
2017/04/12,7,3,日東昇(V302),羅理雅,苗禮德,125,1071,6,1,10 7 3,1.10.42,7.4
2017/05/10,9,6,火箭駒(A214),祈普敦,約翰摩亞,121,1188,1,2-1/2,7 8 9 8 6,1.50.16,25
2017/05/10,5,7,勢必跑(T094),何澤堯,方嘉柏,122,1037,4,2-1/2,11 12 11 11 7,1.50.17,20
2017/04/23,14,8,喜盈豐(T023),田泰安,呂健威,113,1130,2,5,7 6 8,0.57.68,19
2017/04/23,1,9,野孩子(S028),黃皓楠,容天鵬,126,1201,11,5-1/2,6 8 9,0.57.77,9.2
2017/05/03,7,12,力王(A065),吳嘉晉,霍利時,121,1026,7,10-1/2,12 12 12,0.58.63,99
2017/04/12,3,4,放下自在(T059),巫顯東,沈集成,116,1063,3,1,8 6 4,1.10.45,7.6
2017/04/12,11,5,葵涌老友(A012),史卓豐,高伯新,115,1139,1,4-1/2,4 3 5,1.11.00,4.3
2017/05/10,7,8,開心駿馬(V008),吳嘉晉,告東尼,118,1109,9,2-1/2,4 4 4 4 8,1.50.18,15
2017/05/10,2,9,勁趣(T188),韋達,霍利時,130,1143,7,3-1/4,10 10 8 9 9,1.50.29,10
2017/04/23,3,10,八心之煌(S098),潘頓,蘇偉賢,129,1034,5,6,13 14 10,0.57.83,22
2017/04/23,5,11,乘勝追擊(V369),吳嘉晉,李易達,121,1080,10,7,14 13 11,0.57.98,99
2017/05/03,3,1,王者再現(V156),郭能,姚本輝,130,1076,9,-,7 7 7 1,1.40.36,5.9
2017/04/12,4,6,航天勇將(V010),黎海榮,姚本輝,117,1147,5,4-3/4,5 4 6,1.11.04,96
2017/04/12,1,7,再創商機(V340),吳嘉晉,徐雨石,128,1132,4,5,7 5 7,1.11.06,21
2017/05/10,12,10,變出美麗(T342),蔣嘉琦,告東尼,113,1135,3,3-1/2,9 6 6 6 10,1.50.34,9.9
2017/05/10,3,11,瑰麗傳奇(V132),李寶利,方嘉柏,130,1005,2,4-1/2,8 9 10 10 11,1.50.49,9.8
2017/04/23,7,12,奇異晨曦(A077),史卓豐,葉楚航,125,1059,14,7-1/4,8 7 12,0.58.05,59
2017/04/23,9,13,樂多福(A208),柏寶,何良,125,1126,1,9-1/4,11 10 13,0.58.36,30
2017/05/03,6,2,有智者(P268),莫雷拉,呂健威,123,1111,4,1/2,6 6 4 2,1.40.45,7.8
2017/05/03,5,3,越駿寶(T314),潘頓,李易達,127,1042,5,1,9 9 6 3,1.40.54,7.3
2017/04/12,10,8,做得好(A082),李寶利,何良,117,1129,10,5-1/4,11 8 8,1.11.10,67
2017/04/12,5,9,金鹿(P121),梁家俊,容天鵬,123,1145,11,7,6 9 9,1.11.39,29
2017/05/10,11,12,神舟小子(T163),黃皓楠,徐雨石,112,1061,10,5-3/4,12 11 12 12 12,1.50.71,15
2017/04/23,4,14,團圓豐收(V409),蘇狄雄,賀賢,125,1079,8,22-1/2,10 12 14,1.00.47,99
2017/05/03,1,4,綽綽有餘(T223),黃皓楠,方嘉柏,126,1104,6,1,3 3 2 4,1.40.54,8.3
2017/05/03,4,5,勁勇威龍(S078),李寶利,文家良,128,1047,12,1-3/4,12 11 10 5,1.40.65,22
2017/04/12,9,10,紅星(V273),田泰安,葉楚航,116,1049,8,7-1/4,9 11 10,1.11.44,5.5
2017/04/12,12,11,東方孖寶(T267),賴維銘,吳定強,113,1060,12,17-1/4,12 12 11,1.13.02,99
2017/05/03,2,6,搵銀天皇(T201),祈普敦,賀賢,132,1055,1,3-1/2,4 5 5 6,1.40.90,5.5
2017/05/03,7,7,滿載而來(V182),田泰安,霍利時,123,1002,8,3-3/4,10 10 11 7,1.40.94,5
2017/04/12,6,12,雷超(V414),蔡明紹,霍利時,125,981,9,31,3 10 12,1.15.21,99
2017/04/12,(P120),WV,金筷子125,黎海榮,李易達,1176,---,---,-,,---,---
2017/05/03,11,8,上浦將王(A084),吳嘉晉,徐雨石,109,1087,10,5,11 12 12 8,1.41.15,99
2017/05/03,12,9,包裝勝將(T110),黎海榮,何良,114,1055,11,5-1/2,2 2 3 9,1.41.24,47
2017/04/12,10,1,叫關健康(A064),韋達,文家良,117,1031,4,-,1 1 1,1.09.87,3.4
2017/05/03,10,10,歐洲之星(T336),巫顯東,沈集成,106,1122,7,8,5 4 9 10,1.41.65,13
2017/05/03,8,11,笑傲非凡(A144),韋達,高伯新,122,1122,3,9-1/2,8 8 8 11,1.41.88,10
2017/04/12,9,2,問鼎高峰(A009),史卓豐,高伯新,119,1114,3,1-1/4,3 3 2,1.10.06,3.1
2017/04/12,8,3,快樂生活(V134),黎海榮,呂健威,121,1089,6,3-1/4,9 9 3,1.10.36,23
2017/05/03,9,12,仗義執言(A014),何澤堯,告東尼,114,1145,2,10-3/4,1 1 1 12,1.42.06,31
2017/04/12,1,4,騰煌(S447),巫顯東,何良,123,1119,1,3-1/2,7 7 4,1.10.41,16
2017/04/12,4,5,麯院風荷(T112),羅理雅,蘇偉賢,125,1091,9,3-3/4,4 4 5,1.10.48,10
2017/04/23,7,1,雲呢拿(P439),潘頓,方嘉柏,131,1100,3,-,7 8 8 5 1,1.47.08,3.4
2017/04/12,6,6,旅遊拿督(V235),李寶利,徐雨石,124,1056,11,3-3/4,11 11 6,1.10.48,48
2017/04/12,12,7,野孩子(S028),梁家俊,容天鵬,114,1204,12,5-1/4,6 6 7,1.10.72,50
2017/04/23,13,2,事勝意(T391),史卓豐,苗禮德,116,1039,9,1-1/2,1 1 2 1 2,1.47.31,16
2017/04/23,6,3,勁精神(V181),何澤堯,告東尼,129,1231,13,3-3/4,4 2 1 2 3,1.47.66,16
2017/04/12,11,8,至叻熊(S337),田泰安,霍利時,116,1189,5,6-1/2,5 5 8,1.10.91,11
2017/04/12,2,9,風火勁駒(V070),潘頓,告東尼,127,1075,10,6-1/2,12 10 9,1.10.93,8.7
2017/04/23,12,4,蓮花巨星(T145),賴維銘,約翰摩亞,120,1026,6,4,14 14 13 8 4,1.47.73,37
2017/04/23,3,5,神舟小子(T163),李寶利,徐雨石,132,1065,10,6,12 12 12 12 5,1.48.05,12
2017/04/12,7,10,罕曾見(T095),何澤堯,方嘉柏,119,1082,2,7,8 8 10,1.11.00,10
2017/04/12,5,11,好好佳駒(A203),祈普敦,賀賢,124,1126,7,13-3/4,2 2 11,1.12.08,31
2017/04/23,5,6,加州再豫(T406),蔡明紹,告東尼,131,1164,7,7-3/4,2 4 3 3 6,1.48.31,13
2017/04/23,1,7,連利之星(S093),柏寶,蘇保羅,133,1095,5,8,8 10 9 11 7,1.48.34,13
2017/04/12,3,12,幸運日(S014),郭能,鄭俊偉,127,1112,8,14,10 12 12,1.12.12,45
2017/04/23,9,8,綠色勁駒(V184),巫顯東,沈集成,116,1166,1,9-1/4,6 7 7 6 8,1.48.57,19
2017/04/23,11,9,紅運精彩(T417),莫雷拉,蔡約翰,121,1089,8,10,5 6 6 7 9,1.48.69,4.6
2017/04/12,2,1,大情人(T109),潘頓,賀賢,131,1008,10,-,11 11 11 11 7 1,2.17.12,5.2
2017/04/23,2,10,旅遊首席(T098),潘明輝,葉楚航,123,1192,12,10-3/4,3 3 4 10 10,1.48.82,14
2017/04/23,10,11,包裝天才(V174),田泰安,何良,122,963,2,11,10 9 10 9 11,1.48.85,40
2017/04/12,6,2,康樂神駒(T363),羅理雅,高伯新,123,1130,11,頸位,12 12 12 12 10 2,2.17.16,6.5
2017/04/12,11,3,實業風采(S023),蔣嘉琦,葉楚航,110,1220,2,2,1 2 2 2 4 3,2.17.45,7.8
2017/04/23,8,12,摩高一丈(V111),祈普敦,約翰摩亞,127,1064,14,14-1/2,11 5 5 4 12,1.49.40,30
2017/04/23,4,13,傾心星(V217),杜利萊,方嘉柏,132,1311,4,18,13 11 11 13 13,1.49.95,7.4
2017/04/12,4,4,海利多(V188),郭能,沈集成,130,1023,4,2-1/4,6 5 5 4 2 4,2.17.49,6.6
2017/04/12,7,5,非常堅(T146),蔡明紹,告東尼,121,1077,12,3-1/2,2 3 3 1 1 5,2.17.68,13
2017/04/23,14,14,紅麗舍(A005),黎海榮,文家良,113,1128,11,31-1/2,9 13 14 14 14,1.52.13,85
2017/05/10,6,1,飛馬再威(T338),潘頓,賀賢,125,1005,12,-,10 10 12 1,1.40.20,3.6
2017/04/12,10,6,奇妙星光(V408),梁家俊,何良,114,992,8,4,10 9 9 10 11 6,2.17.74,14
2017/04/12,3,7,英明神駒(V046),史卓豐,苗禮德,130,1075,6,6,9 10 10 9 3 7,2.18.06,17
2017/04/09,1,1,愛美麗(V025),莫雷拉,告東尼,131,1054,1,-,6 5 5 1,1.22.81,3.3
2017/05/10,5,2,全勝姿態(V011),何澤堯,方嘉柏,123,1086,3,1-1/4,3 3 3 2,1.40.36,8.7
2017/05/10,2,3,越跑越好(T140),李寶利,蘇保羅,130,1179,8,1-3/4,11 11 10 3,1.40.47,13
2017/04/12,9,8,怡德(T055),韋達,霍利時,118,1012,3,7,7 6 7 7 12 8,2.18.25,13
2017/04/12,8,9,其樂無窮(S147),田泰安,李易達,119,1092,5,10-1/4,8 8 8 8 6 9,2.18.77,19
2017/04/09,7,2,運財之星(S127),史卓豐,呂健威,122,1107,9,頸位,4 2 2 2,1.22.86,16
2017/04/09,10,3,知道勝(S218),巫顯東,沈集成,109,1041,8,3/4,2 4 4 3,1.22.94,6.6
2017/05/10,7,4,肇慶威威(S379),韋達,吳定強,124,1022,10,2,5 5 5 4,1.40.51,21
2017/05/10,11,5,君子承諾(V042),史卓豐,葉楚航,114,987,11,2-1/4,8 7 6 5,1.40.56,16
2017/04/12,5,10,勁嘉輝(T236),巫顯東,徐雨石,115,1135,7,11,5 7 6 6 8 10,2.18.88,39
2017/04/12,1,11,摩高一丈(V111),祈普敦,約翰摩亞,133,1062,9,14-1/2,4 4 4 5 5 11,2.19.42,17
2017/04/09,8,4,凱旋星光(T224),韋達,霍利時,122,1058,11,1-1/2,11 9 8 4,1.23.04,12
2017/04/09,12,5,金叻星(S113),蘇狄雄,李易達,116,1106,12,1-3/4,7 6 7 5,1.23.10,22
2017/04/12,12,1,順其自然(T178),吳嘉晉,呂健威,109,1087,6,-,9 10 1,1.10.54,29
2017/05/10,12,6,葵涌老友(A012),黎海榮,高伯新,114,1144,2,2-1/2,4 4 4 6,1.40.61,25
2017/05/10,8,7,靚先生(T335),祈普敦,蘇偉賢,121,1064,6,3-1/2,9 9 8 7,1.40.77,10
